Account,Name,Description
634101,PLANTS MAINTENANCE,Cost of Courtyard Go Board
634101,PLANTS MAINTENANCE,"Cost of plants, decorations, and upkeep of gatehouse/meeting room"
634101,PLANTS MAINTENANCE,"Cost of plants, decorations, and upkeep of lobby (Muzak Phone and Lobby Music)"
634105,GROUNDS & MAINTENANCE,Cost of maintenance grounds supplies contracts (landscape)
651704,VEHICLE GAS - OIL,"Cost of gas, oil, and repairs for rental vehicles"
651811,VEHICLE REPAIR EXPENSE,Cost of property owned vehicle repairs
652403,RECRUITING - OTHER,Cost of recruitment expenses (CORPORATE USE ONLY)
655601,TRAVEL OTHER,Miscellaneous travel related expenses
655641,DOM TRAVEL -MEALS,Travel related meals expense
655655,DOM TRAVEL -LODGING,Travel related lodging expense
655658,DOM TRAVEL -AIR/RAIL,Travel related airline/rail expense
655666,MARREXPRESS SUSPENSE CLEARING,MARREXPRESS (CORPORATE USE ONLY)
691005,PERMITS & LICENSES,"Cost of permit / license fees to operate (ie, fire inspection, elevator, etc.)"
988002,WAGE DEPT 02,"Wage hours for Supervisor-Engineering, Maintenance Technician III, or Maintenance - Senior"
988002,WAGE DEPT 02,"Wage hours for Engineer-I-Building, Engineer-II-Building, or Engineer-III-Building"
988002,WAGE DEPT 02,Wage hours for Maintenance-Chief
988003,WAGE DEPT 03,"Wage hours for Maintenance Helper, Maintenance Technician I, Maintenance Technician II, or Maintenance-MakeReady Team"
988003,WAGE DEPT 03,Wage hours for Maintenance-Technician I
988036,WAGE DEPT 36,Wage hours for OTHER HOURLY - CONTRACT LABOR
988054,WAGE DEPT 54,Wage hours for GROUNDSKEEPER
988202,BUYOUT LABOR M-H,Gross Buy-Out Labor hours
999997,CONTROL MANHRS,Wage hours offset (hours for outside service invoices coded here)
510009,WAGE DEPT 09,Wage dollars for Admin Assistant
510031,WAGE DEPT 31,Wage dollars for Sales Coordinator
510031,WAGE DEPT 31,Wage dollars for Sales cordinatge Intern - college Intern - SM
510036,WAGE DEPT 36,Wage dollars for OTHER HOURLY - CONTRACT LABOR
510064,WAGE DEPT 64,Wage dollars for Sales Coordinator or Admin Assistant
510064,WAGE DEPT 64,Wage dollars for College Intern - SM
511001,OVERTIME PREMIUM,Overtime dollars for sales department employees
520001,MGMT SALARIES,Wage dollars for Sales Manager
520201,BUYOUT LABOR,Clearing account for Buy-Out Labor (BOL)
520202,LABOR SERVICE FEE,Gross Buy-Out Labor wages
530001,PETTY CASH NET PAY,Clearing account for Pay Adjustment Vouchers (PAV)
540201,EXECUTIVE BONUS,Director of Sales/Sales Manager bonus dollars
560302,MISC. EMP BENEFITS,Miscellaneous benefits for sales department employees (C-7 use only)
560504,HOLIDAY PAY MANAGEMENT,Wage dollars for Management Holiday Pay
580108,PAYROLL MISC CASH AWARDS,Miscellaneous payroll employee awards
582061,Workman's Comp Employee Premium,Workman's Comp Employee Premium (CORPORATE USE ONLY)
582071,Workman's Comp Deductible Current Yr,Workman's Comp Deductible Current Yr (CORPORATE USE ONLY)
582081,EPL Deductibles - Current Year,EPL Deductibles - Current Year (CORPORATE USE ONLY)
600108,TRADE SHOWS,Cost of trade show (CY & RI)
600109,EVENT BOOKINGS,Cost of Event Booking Center (EBC) charges
600109,EVENT BOOKINGS,State charge for Travel Awareness (RI)
600200,TELEMARKETING,Cost of telemarketing
600201,REFERRAL COST,Cost of Shared Services referrals
600203,CLUSTER GROUP LEADS,Cost of Omaha group reservation bookings
600205,AREA SALES SFO,Allocations for SFO Area Sales (Corporate Use Only)
600206,LEAD REFERRAL,Cost of Lead Referrals
600208,SALES LEADERSHIP ALLOCATION,Shared services allocation
600209,GROUP SALES ALLOCATION,Market group sales allocation
600210,GROUP SALES BOOKING FEE,Market group sales booking fee
600212,MARKETING COMMUNICATIONS ADMIN,Allocation for Marketing & eCommerce Shared Services Admin Costs (Corporate Use Only)
600702,HQ PROMOTIONS,Promotions Cost (Corporate Use Only)
601101,HOSPITALITY,Cost of Guest Relations
601101,HOSPITALITY,Cost of hosting local functions for benefit of hotel
602101,MARRIOTT REWARDS,Cost for Marriott Rewards Redemptions (CORPORATE USE ONLY)
602103,MARRIOTT REWARDS ACCRUAL,Marriott Rewards Accrual
602352,MARRIOTT REWARDS - MEETINGS,Cost of Marriott Rewards points given for meeting use (CORPORATE USE ONLY)
602408,PROMOTIONS,Cost of local marketing promotions to increase sales & awareness. Amex open promotional charges.
606219,PHOTOGRAPHIC SERVICES,"Cost of CYRB Lobby, RI Gatehouse and other public space photography updates on marriott.com"
607111,HQ WEBSITE ECOMMERCE REQUEST,Cost of eCommerce Requests (Corporate Use Only)
608204,SHOPPING CALL SERVICE,Cost of shopper call service
611201,POSTAGE EXPENSE,Cost of postage
652101,INTERNAL TRAINING,"Cost of business meetings, conferences, or employee training"
652102,EXTERNAL TRAINING,Cost of management conferences (brand cost and travel expenses) (CORPORATE USE Only)
652316,HQ GOLDEN CIRCLE,Cost of Golden Circle (Corporate Use Only)
652403,RECRUITING - OTHER,Cost of recruitment expenses (CORPORATE USE ONLY)
652501,PROFESSIONAL DUES,"Dues for professional membership (Chamber of Commerce, AAA, etc.) and subscriptions & books"
655601,TRAVEL OTHER,Miscellaneous travel related expenses
655641,DOM TRAVEL -MEALS,Travel related meals expense
655655,DOM TRAVEL -LODGING,Travel related lodging expense
655658,DOM TRAVEL -AIR/RAIL,Travel related airline/rail expense
655701,LOCAL TRAVEL-MISC.,Miscellaneous local travel related expenses
655801,ENTERTAINMENT,Travel related entertainment of non-Marriott persons by hotel employees
690001,GENERAL EXPENSE,Miscellaneous incidental expenses
695107,HQ Sales Force One,Implementation and Launch costs for SFO. As well as market re-organization (Corporate Use Only)
761001,ADV ALLOC,Allocations for marketing funds (National & Area)
790001,BROCHURES,Cost of brochures
794001,BUS PROP MEDIA,Cost of Media Advertising including signage
794004,BUS REG ALLOC MEDIA,Marketing & Communication Projects Allocations (Corporate Use Only)
794101,GRP PROP MEDIA,Marketing & Communication Projects Allocations (Corporate Use Only)
794104,GRP REG ALLOC MEDIA,Marketing & Communication Projects Allocations (Corporate Use Only)
794201,LEIS PROPMEDIA,"Cost of Miscellaneous Advertising Including Ad Agency Fees, online directories, phone boards, AAA contracts, etc."
794201,LEIS PROPMEDIA,Cost of Market Research
794201,LEIS PROPMEDIA,Cost of TV Broadcast Media
794204,LEISURE - REGIONAL ALLOCATION,Advertising related allocations. Programs managed by Wendy's e-commerce team (excluding photography)
796206,MISCELLANEOUS PROMOTIONS,"Miscellaneous Corporate Promotions. Direct hotel charges from Preston, Kristine and other Corp HQ departments related to Visa, Target, Amazonas and other national programs (CORPORATE USE ONLY)"
988009,WAGE DEPT 09,Wage hours for Admin Assistant
988031,WAGE DEPT 31,Wage hours for Sales Coordinator
988031,WAGE DEPT 31,Wage hours for College Intern - SM
988036,WAGE DEPT 36,Wage hours for OTHER HOURLY - CONTRACT LABOR
988064,WAGE DEPT 64,Wage hours for Sales Coordinator or Admin Assistant
988064,WAGE DEPT 64,Wage hours for College Intern - SM
999997,CONTROL MANHRS,Wage hours offset (hours for outside service invoices coded here)
701015,SYSTEM FEE EXPENSE,System fee (CORPORATE USE ONLY)
701025,EQUIP LEASE EXP,Equipment lease expense (LSDI rollout) (CORPORATE USE ONLY)
701110,FF&E ESCROW EXPENSE,"Periodic furniture, fixtures & equipment expenses (CORPORATE USE ONLY) (CY & TPS & SHS)"
701120,BASE MANAGEMENT FEE,Base management fee (CORPORATE USE ONLY)
701130,OTHER DEDUCTIONS TO NHP,Cost of other deductions to HHP - up to $25K deductible for insurance (CORPORATE USE ONLY)
701132,COMMON AREA CHGS,Cost of common area fees
701133,LOAN REPAYMENT - PRINCIPAL,CAPEX loan principal payments
701136,LOAN REPAYMENT - INTEREST,CAPEX loan interest payments
706101,Royality-Pizza Hut,Account for Pizza Hut Royalities
720601,PERSONAL PROPERTY TAX,Cost of personal property tax assessment (CORPORATE USE ONLY)
720701,REAL ESTATE TAX,Cost of real estate tax assessment (CORPORATE USE ONLY)
720906,OVER/UNDER SALES TAX,Charge for over/under accrued sales tax (CORPORATE USE ONLY)
730001,INSURANCE PREMIUM,Cost of insurance premium (CORPORATE USE ONLY)
730002,BUILDING FIRE INSURANCE,Cost of building fire insurance (CORPORATE USE ONLY)
730107,UNINSURED LOSSES,Cost of claims related Operating Costs that do not meet CAPEX criteria
730161,General Liability Premium,General Liability Premium (CORPORATE USE ONLY)
730171,General Liability Current Year Deductible,General Liability Current Year Deductible
730172,General Liability Retro Year Deductible,General Liability Retro Year Deductible
740002,LEASE EXPENSE,"Cost of lease of any major items (lease payments for copier, fax machine, non-capital van lease, postage meter)"
760656,CONSULTING FEES,Cost of consulting and audit fees.
769001,PRIOR YR ADJUSTMENT,Approved prior year adjustment (CORPORATE USE ONLY)
769002,SALES TAX PRIOR YR ADJUSTMENT,Approved prior year adjustment (CORPORATE USE ONLY)
769003,PROP TAX PRIOR YR ADJUSTMENT,Approved prior year adjustment (CORPORATE USE ONLY)
769008,REAL ESTATE TAX PRIOR YR ADJUSTMENT,Approved prior year adjustment (CORPORATE USE ONLY)
770101,ADMIN EXPENSES,Approved administrative expense allocation (CORPORATE USE ONLY)
700304,Net To Owner,Net To Owner
700323,Rent Expense R-E - P-P Taxes,Rent Expense R-E - P-P Taxes
700338,Base Fee2 After Nhp,Base Fee2 After Nhp
700341,Other Owner Expense,Other Owner Expense
700342,Fixed Rent Exp,Fixed Rent Exp
700480,Land Min Rent Exp 700480,Land Min Rent Exp 700480
700481,Land Percentage Rent Exp,Land Percentage Rent Exp
701124,Prior Year IMF Adjustment,Prior Year IMF Adjustment
701125,Incentive Fee Expense,Incentive Fee Expense
709065,Owned Leased Net Down,Owned Leased Net Down
948001,Owners Priority,Owners Priority
948008,Capex Loan Repayment - 1999,Capex Loan Repayment - 1999
948009,Capex Loan Repayment - 2003,Capex Loan Repayment - 2003
948010,Capex Loan Repayment - 2004,Capex Loan Repayment - 2004
948011,Capex Loan Repayment - 2005,Capex Loan Repayment - 2005
948017,Owners Second Priority,Owners Second Priority
